parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
z788,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z789,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z790,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z791,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z792,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z793,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z794,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z795,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z796,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z797,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z798,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z799,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z800,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z801,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z802,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z803,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z804,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z805,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z806,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z807,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z808,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z809,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z810,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z811,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z812,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z813,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z814,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z815,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z816,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z817,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z818,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z819,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z820,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z821,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z822,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z823,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z824,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z825,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z826,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z827,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z828,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z829,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z830,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z831,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z832,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z833,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z834,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z835,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z836,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z837,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z838,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z839,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z840,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z841,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z842,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z843,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z844,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z845,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z846,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z847,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z848,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z849,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z850,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z851,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z852,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z853,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z854,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z855,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z856,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z857,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z858,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z859,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z860,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z861,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z862,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z863,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z864,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z865,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z866,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z867,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z868,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z869,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z870,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z871,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z872,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z873,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z874,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z875,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z876,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z877,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z878,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z879,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z880,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z881,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z882,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z883,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z884,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z885,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z886,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z887,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z888,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z889,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z890,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z891,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z892,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z893,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z894,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z895,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z896,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z897,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z898,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z899,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z900,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa1,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa2,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa3,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa4,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa5,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa6,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa7,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa8,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa9,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa10,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa11,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa12,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa13,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa14,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa15,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa16,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa17,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa18,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa19,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa20,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa21,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa22,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa23,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa24,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa25,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa26,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa27,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa28,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa29,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa30,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa31,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa32,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa33,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa34,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa35,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa36,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa37,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa38,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa39,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa40,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa41,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa42,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa43,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa44,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa45,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa46,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa47,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa48,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa49,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa50,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa51,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa52,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa53,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa54,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa55,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa56,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa57,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa58,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa59,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa60,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa61,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa62,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa63,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa64,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa65,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa66,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa67,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa68,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa69,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa70,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa71,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa72,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa73,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa74,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa75,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa76,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa77,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa78,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa79,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa80,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa81,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa82,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa83,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa84,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa85,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa86,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa87,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa88,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa89,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa90,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa91,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa92,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa93,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa94,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa95,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa96,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa97,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa98,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa99,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z_aa100,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
