iteration,total_runs,obs_realization,par_realization,conc,pconc
0,982,955,955,13686.6,0
0,982,956,956,4533.66,0
0,982,957,957,4035.7,0
0,982,958,958,17155.2,0
0,982,959,959,18453.2,0
0,982,960,960,31698.4,0
0,982,961,961,7543.99,0
0,982,962,962,5829.75,0
0,982,963,963,3656.58,0
0,982,964,964,12196.3,0
0,982,965,965,11625.3,0
0,982,966,966,9388.74,0
0,982,967,967,8685.39,0
0,982,968,968,8840.36,0
0,982,969,969,7148.33,0
0,982,970,970,13772.4,0
0,982,971,971,15352.3,0
0,982,972,972,7381.44,0
0,982,973,973,3492.1,0
0,982,974,974,12594,0
0,982,975,975,3126.49,0
0,982,976,976,42007.1,0
0,982,977,977,13723.4,0
0,982,978,978,31747.6,0
0,982,979,979,67957.3,0
0,982,980,980,13522.6,0
0,982,981,981,21426.9,0
0,982,982,982,10770.5,0
0,982,983,983,14952.6,0
0,982,984,984,8230.08,0
0,982,985,985,4671.64,0
0,982,986,986,27723.8,0
0,982,987,987,106384,0
0,982,988,988,21458.2,0
0,982,989,989,10158.9,0
0,982,990,990,13654.9,0
0,982,991,991,9750.51,0
0,982,992,992,9041.67,0
0,982,993,993,43729,0
0,982,994,994,20185.3,0
0,982,995,995,22069.8,0
0,982,996,996,34663.5,0
0,982,997,997,10061.7,0
0,982,998,998,43258.3,0
0,982,999,999,3503.77,0
